リークアドレス,リークサイズ,保持時間
2765859304080,24,2398687
2765859304120,632,2398640
2765859304768,40,2398578
2765859304824,48,2398500
2765859304888,40,2398453
2765859304944,48,2398406
2765859305008,40,2398344
2765859305064,48,2398265
2765859305128,40,2398203
2765859305184,48,2398156
2765859305248,24,2398109
2765859305288,632,2398031
2765859305936,40,2397984
2765859305992,48,2397906
2765859306056,40,2397859
2765859306112,48,2397797
2765859306176,40,2397734
2765859306232,48,2397672
2765859306296,40,2397625
2765859306352,48,2397578
2765859306416,24,2397515
2765859306456,632,2397437
2765859307104,40,2397390
2765859307160,48,2397328
2765859307224,40,2397265
2765859307280,48,2397187
2765859307344,40,2397140
2765859307400,48,2397062
2765859307464,40,2397015
2765859307520,48,2396937
2765859307584,24,2396890
2765859307624,632,2396828
2765859308272,40,2396765
2765859308328,48,2396687
2765859308392,40,2396640
2765859308448,48,2396578
2765859308512,40,2396515
2765859308568,48,2396437
2765859308632,40,2396375
2765859308688,48,2396328
2765859308752,24,2396250
2765859308792,632,2396187
2765859309440,40,2396125
2765859309496,48,2396062
2765859309560,40,2396015
2765859309616,48,2395937
2765859309680,40,2395875
2765859309736,48,2395812
2765859309800,40,2395750
2765859309856,48,2395687
2765859309920,24,2395625
2765859309960,632,2395578
2765859310608,40,2395515
2765859310664,48,2395437
2765859310728,40,2395390
2765859310784,48,2395328
2765859310848,40,2395265
2765859310904,48,2395203
2765859310968,40,2395125
2765859311024,48,2395078
2765859311088,24,2395031
2765859311128,632,2394969
2765859311776,40,2394906
2765859311832,48,2394844
2765859311896,40,2394781
2765859311952,48,2394719
2765859312016,40,2394656
2765859312072,48,2394594
2765859312136,40,2394531
2765859312192,48,2394469
2765859312256,24,2394390
2765859312296,632,2394344
2765859312944,40,2394281
2765859313000,48,2394219
2765859313064,40,2394156
2765859313120,48,2394094
2765859313184,40,2394031
2765859313240,48,2393969
2765859313304,40,2393906
2765859313360,48,2393844
2765859313424,272,2393781
2765859313712,72,2393719
2765859313800,40,2393656
2765859313856,48,2393594
2765859313920,272,2393531
2765859314208,72,2393469
2765859314296,48,2393406
2765859314360,80,2393344
2765859314456,144,2393281
2765859314616,144,2393219
2765859314776,80,2393156
2765859314872,80,2393094
2765859314968,80,2393031
2765859315064,80,2392969
2765859315160,144,2392906
2765859315320,80,2392844
2765859315416,80,2392781
2765859315512,48,2392719
2765859315576,48,2392656
2765859315640,80,2392609
2765859315736,80,2392531
2765859315832,48,2392469
2765859315896,272,2392406
2765859316184,56,2392344
2765859316256,56,2392281
2765859316328,72,2392234
2765859316416,48,2392156
2765859316480,632,2392109
2765859317128,40,2392047
2765859317184,48,2391984
2765859317248,632,2391906
2765859317896,80,2391859
2765859317992,272,2391797
2765859318280,632,2391734
2765859318928,40,2391656
2765859318984,80,2391609
2765859319080,432,2391547
2765859319528,40,2391484
2765859319584,48,2391406
2765859319648,80,2391359
2765859319744,48,2391297
2765859319808,112,2391234
2765859319936,200,2391156
2765859320152,200,2391094
2765859320368,80,2391047
2765859320464,112,2390984
2765859320592,200,2390906
2765859320808,104,2390859
2765859320928,24,2390797
2765859320968,632,2390734
2765859321616,40,2390656
2765859321672,48,2390609
2765859321736,40,2390531
2765859321792,48,2390484
2765859321856,40,2390406
2765859321912,48,2390359
2765859321976,40,2390297
2765859322032,48,2390234
2765859322096,24,2390156
2765859322136,632,2390094
2765859322784,40,2390047
2765859322840,48,2389984
2765859322904,40,2389906
2765859322960,48,2389859
2765859323024,40,2389797
2765859323080,48,2389734
2765859323144,40,2389656
2765859323200,48,2389609
2765859323264,24,2389547
2765859323304,632,2389484
2765859323952,40,2389422
2765859324008,48,2389359
2765859324072,40,2389297
2765859324128,48,2389234
2765859324192,40,2389172
2765859324248,48,2389109
2765859324312,40,2389047
2765859324368,48,2388984
2765859324432,24,2388906
2765859324472,632,2388844
2765859325120,40,2388781
2765859325176,48,2388719
2765859325240,40,2388656
2765859325296,48,2388594
2765859325360,40,2388531
2765859325416,48,2388469
2765859325480,40,2388390
2765859325536,48,2388344
2765859325600,24,2388281
2765859325640,632,2388219
2765859326288,40,2388156
2765859326344,48,2388094
2765859326408,40,2388031
2765859326464,48,2387969
2765859326528,40,2387906
2765859326584,48,2387859
2765859326648,40,2387797
2765859326704,48,2387734
2765859326768,24,2387656
2765859326808,632,2387594
2765859327456,40,2387531
2765859327512,48,2387484
2765859327576,40,2387406
2765859327632,48,2387344
2765859327696,40,2387281
2765859327752,48,2387219
2765859327816,40,2387156
2765859327872,48,2387094
2765859327936,24,2387047
2765859327976,632,2386969
2765859328624,40,2386906
2765859328680,48,2386844
2765859328744,40,2386781
2765859328800,48,2386719
2765859328864,40,2386656
2765859328920,48,2386594
2765859328984,40,2386547
2765859329040,48,2386484
2765859329104,24,2386406
2765859329144,632,2386344
2765859329792,40,2386281
2765859329848,48,2386219
2765859329912,40,2386156
2765859329968,48,2386094
2765859330032,40,2386031
2765859330088,48,2385969
2765859330152,40,2385906
2765859330208,48,2385844
2765859330272,272,2385781
2765859330560,72,2385719
2765859330648,40,2385656
2765859330704,48,2385594
2765859330768,272,2385531
2765859331056,72,2385453
2765859331144,56,2385406
2765859331216,56,2385344
2765859331288,72,2385281
2765859331376,48,2385234
2765859331440,632,2385156
2765859332088,40,2385094
2765859332144,48,2385031
2765859332208,632,2384969
2765859332856,80,2384906
2765859332952,272,2384844
2765859333240,632,2384781
2765859333888,40,2384719
2765859333944,80,2384640
2765859334040,432,2384594
2765859334488,40,2384531
2765859334544,48,2384469
2765859334608,80,2384406
2765859334704,48,2384344
2765859334768,112,2384297
2765859334896,200,2384234
2765859335112,200,2384156
2765859335328,80,2384094
2765859335424,112,2384031
2765859335552,200,2383969
2765859335768,104,2383906
2765859335888,24,2383844
2765859335928,632,2383781
2765859336576,40,2383719
2765859336632,48,2383656
2765859336696,40,2383594
2765859336752,48,2383531
2765859336816,40,2383469
2765859336872,48,2383406
2765859336936,40,2383359
2765859336992,48,2383281
2765859337056,24,2383234
2765859337096,632,2383156
2765859337744,40,2383094
2765859337800,48,2383031
2765859337864,40,2382969
2765859337920,48,2382906
2765859337984,40,2382844
2765859338040,48,2382797
2765859338104,40,2382719
2765859338160,48,2382656
2765859338224,24,2382594
2765859338264,632,2382531
2765859338912,40,2382469
2765859338968,48,2382406
2765859339032,40,2382344
2765859339088,48,2382297
2765859339152,40,2382219
2765859339208,48,2382156
2765859339272,40,2382094
2765859339328,48,2382031
2765859339392,24,2381984
2765859339432,632,2381922
2765859340080,40,2381859
2765859340136,48,2381797
2765859340200,40,2381734
2765859340256,48,2381672
2765859340320,40,2381609
2765859340376,48,2381547
2765859340440,40,2381484
2765859340496,48,2381422
2765859340560,24,2381359
2765859340600,632,2381297
2765859341248,40,2381234
2765859341304,48,2381172
2765859341368,40,2381109
2765859341424,48,2381062
2765859341488,40,2381000
2765859341544,48,2380937
2765859341608,40,2380875
2765859341664,48,2380812
2765859341728,24,2380765
2765859341768,632,2380703
2765859342416,40,2380656
2765859342472,48,2380594
2765859342536,40,2380531
2765859342592,48,2380469
2765859342656,40,2380406
2765859342712,48,2380344
2765859342776,40,2380281
2765859342832,48,2380219
2765859342896,24,2380156
2765859342936,632,2380109
2765859343584,40,2380062
2765859343640,48,2380000
2765859343704,40,2379922
2765859343760,48,2379875
2765859343824,40,2379812
2765859343880,48,2379750
2765859343944,40,2379687
2765859344000,48,2379609
2765859344064,24,2379562
2765859344104,632,2379500
2765859344752,40,2379437
2765859344808,48,2379359
2765859344872,40,2379312
2765859344928,48,2379234
2765859344992,40,2379187
2765859345048,48,2379109
2765859345112,40,2379062
2765859345168,48,2379000
2765859345232,272,2378937
2765859345520,72,2378859
2765859345608,40,2378812
2765859345664,48,2378750
2765859345728,272,2378687
2765859346016,72,2378625
2765859346104,48,2378562
2765859346168,80,2378500
2765859346264,144,2378437
2765859346424,144,2378375
2765859346584,80,2378312
2765859346680,80,2378250
2765859346776,80,2378187
2765859346872,80,2378109
2765859346968,144,2378062
2765859347128,80,2378000
2765859347224,80,2377937
2765859347320,48,2377875
2765859347384,48,2377812
2765859347448,80,2377750
2765859347544,80,2377687
2765859347640,48,2377625
2765859347704,272,2377562
2765859347992,56,2377500
2765859348064,472,2377437
2765859348552,272,2377390
2765859348840,272,2377328
2765859349128,272,2377265
2765859349416,272,2377203
2765859349704,80,2377156
2765859349800,24,2377094
2765859349840,24,2377031
2765859349880,80,2376969
2765859349976,272,2376922
2765859350264,472,2376859
2765859350752,272,2376797
2765859351040,272,2376734
2765859351328,24,2376672
2765859351368,272,2376609
2765859351656,56,2376547
2765859351728,56,2376484
2765859351800,72,2376422
2765859351888,48,2376359
2765859351952,632,2376297
2765859352600,40,2376234
2765859352656,48,2376172
2765859352720,632,2376109
2765859353368,632,2376047
2765859354016,80,2375984
2765859354112,272,2375922
2765859354400,632,2375859
2765859355048,40,2375797
2765859355104,80,2375734
2765859355200,432,2375672
2765859355648,40,2375609
2765859355704,48,2375562
2765859355768,80,2375500
2765859355864,48,2375437
2765859355928,112,2375375
2765859356056,200,2375312
2765859356272,200,2375250
2765859356488,80,2375187
2765859356584,112,2375125
2765859356712,200,2375062
2765859356928,104,2375000
2765859357048,24,2374953
2765859357088,632,2374875
2765859357736,40,2374812
2765859357792,48,2374750
2765859357856,40,2374687
2765859357912,48,2374625
2765859357976,40,2374562
2765859358032,48,2374500
2765859358096,40,2374437
2765859358152,48,2374375
2765859358216,24,2374312
2765859358256,632,2374250
2765859358904,40,2374187
2765859358960,48,2374125
2765859359024,40,2374062
2765859359080,48,2374000
2765859359144,40,2373937
2765859359200,48,2373875
2765859359264,40,2373812
2765859359320,48,2373750
2765859359384,24,2373703
2765859359424,632,2373625
2765859360072,40,2373578
2765859360128,48,2373500
2765859360192,40,2373453
2765859360248,48,2373390
2765859360312,40,2373328
2765859360368,48,2373265
2765859360432,40,2373219
2765859360488,48,2373140
2765859360552,24,2373078
2765859360592,632,2373031
2765859361240,40,2372969
2765859361296,48,2372890
2765859361360,40,2372844
2765859361416,48,2372781
2765859361480,40,2372719
2765859361536,48,2372640
2765859361600,40,2372578
2765859361656,48,2372531
2765859361720,24,2372453
2765859361760,632,2372390
2765859362408,40,2372328
2765859362464,48,2372281
2765859362528,40,2372219
2765859362584,48,2372140
2765859362648,40,2372094
2765859362704,48,2372031
2765859362768,40,2371969
2765859362824,48,2371890
2765859362888,24,2371844
2765859362928,632,2371781
2765859363576,40,2371719
2765859363632,48,2371640
2765859363696,40,2371594
2765859363752,48,2371531
2765859363816,40,2371469
2765859363872,48,2371390
2765859363936,40,2371344
2765859363992,48,2371281
2765859364056,24,2371219
2765859364096,632,2371140
2765859364744,40,2371094
2765859364800,48,2371031
2765859364864,40,2370969
2765859364920,48,2370890
2765859364984,40,2370844
2765859365040,48,2370781
2765859365104,40,2370719
2765859365160,48,2370656
2765859365224,24,2370594
2765859365264,632,2370531
2765859365912,40,2370453
2765859365968,48,2370390
2765859366032,40,2370344
2765859366088,48,2370281
2765859366152,40,2370219
2765859366208,48,2370156
2765859366272,40,2370094
2765859366328,48,2370031
2765859366392,272,2369969
2765859366680,72,2369890
2765859366768,40,2369844
2765859366824,48,2369781
2765859366888,272,2369719
2765859367176,72,2369656
2765859367264,56,2369594
2765859367336,56,2369531
2765859367408,72,2369469
2765859367496,48,2369406
2765859367560,632,2369344
2765859368208,40,2369281
2765859368264,48,2369219
2765859368328,632,2369156
2765859368976,632,2369094
2765859369624,80,2369031
2765859369720,272,2368969
2765859370008,632,2368906
2765859370656,40,2368844
2765859370712,80,2368781
2765859370808,432,2368719
2765859371256,40,2368656
2765859371312,48,2368594
2765859371376,80,2368547
2765859371472,48,2368469
2765859371536,112,2368406
2765859371664,200,2368359
2765859371880,200,2368281
2765859372096,80,2368234
2765859372192,112,2368156
2765859372320,200,2368109
2765859372536,104,2368047
2765859372656,24,2367984
2765859372696,632,2367906
2765859373344,40,2367859
2765859373400,48,2367797
2765859373464,40,2367734
2765859373520,48,2367672
2765859373584,40,2367609
2765859373640,48,2367547
2765859373704,40,2367484
2765859373760,48,2367422
2765859373824,24,2367359
2765859373864,632,2367297
2765859374512,40,2367234
2765859374568,48,2367172
2765859374632,40,2367109
2765859374688,48,2367047
2765859374752,40,2366984
2765859374808,48,2366922
2765859374872,40,2366859
2765859374928,48,2366797
2765859374992,24,2366734
2765859375032,632,2366672
2765859375680,40,2366609
2765859375736,48,2366547
2765859375800,40,2366484
2765859375856,48,2366422
2765859375920,40,2366359
2765859375976,48,2366297
2765859376040,40,2366234
2765859376096,48,2366172
2765859376160,24,2366109
2765859376200,632,2366047
2765859376848,40,2365984
2765859376904,48,2365922
2765859376968,40,2365859
2765859377024,48,2365812
2765859377088,40,2365734
2765859377144,48,2365687
2765859377208,40,2365609
2765859377264,48,2365562
2765859377328,24,2365500
2765859377368,632,2365437
2765859378016,40,2365359
2765859378072,48,2365312
2765859378136,40,2365234
2765859378192,48,2365187
2765859378256,40,2365109
2765859378312,48,2365047
2765859378376,40,2365000
2765859378432,48,2364922
2765859378496,24,2364859
2765859378536,632,2364812
2765859379184,40,2364750
2765859379240,48,2364672
2765859379304,40,2364625
2765859379360,48,2364562
2765859379424,40,2364500
2765859379480,48,2364437
2765859379544,40,2364375
2765859379600,48,2364312
2765859379664,24,2364250
2765859379704,632,2364187
2765859380352,40,2364140
2765859380408,48,2364078
2765859380472,40,2364015
2765859380528,48,2363953
2765859380592,40,2363890
2765859380648,48,2363828
2765859380712,40,2363765
2765859380768,48,2363703
2765859380832,24,2363625
2765859380872,632,2363578
2765859381520,40,2363500
2765859381576,48,2363437
2765859381640,40,2363375
2765859381696,48,2363312
2765859381760,40,2363265
2765859381816,48,2363203
2765859381880,40,2363140
2765859381936,48,2363062
2765859382000,272,2363000
2765859382288,72,2362953
2765859382376,40,2362875
2765859382432,48,2362812
2765859382496,272,2362750
2765859382784,72,2362703
2765859382872,48,2362625
2765859382936,80,2362578
2765859383032,144,2362515
2765859383192,144,2362453
2765859383352,80,2362390
2765859383448,80,2362328
2765859383544,80,2362265
2765859383640,80,2362203
2765859383736,144,2362125
2765859383896,80,2362062
2765859383992,80,2362015
2765859384088,48,2361937
2765859384152,48,2361875
2765859384216,80,2361812
2765859384312,80,2361765
2765859384408,48,2361703
2765859384472,272,2361625
2765859384760,56,2361562
2765859384832,56,2361500
2765859384904,72,2361453
2765859384992,48,2361375
2765859385056,632,2361328
2765859385704,40,2361265
2765859385760,48,2361203
2765859385824,632,2361125
2765859386472,632,2361078
2765859387120,80,2361000
2765859387216,272,2360953
2765859387504,632,2360875
2765859388152,40,2360828
2765859388208,80,2360765
2765859388304,432,2360703
2765859388752,40,2360640
2765859388808,48,2360562
2765859388872,80,2360515
2765859388968,48,2360437
2765859389032,112,2360375
2765859389160,200,2360328
2765859389376,200,2360265
2765859389592,80,2360203
2765859389688,112,2360125
2765859389816,200,2360078
2765859390032,104,2360015
2765859390152,24,2359953
2765859390192,632,2359875
2765859390840,40,2359828
2765859390896,48,2359765
2765859390960,40,2359703
2765859391016,48,2359625
2765859391080,40,2359578
2765859391136,48,2359500
2765859391200,40,2359453
2765859391256,48,2359375
2765859391320,24,2359328
2765859391360,632,2359265
2765859392008,40,2359203
2765859392064,48,2359125
2765859392128,40,2359078
2765859392184,48,2359015
2765859392248,40,2358953
2765859392304,48,2358875
2765859392368,40,2358828
2765859392424,48,2358765
2765859392488,24,2358703
2765859392528,632,2358625
2765859393176,40,2358578
2765859393232,48,2358500
2765859393296,40,2358453
2765859393352,48,2358390
2765859393416,40,2358328
2765859393472,48,2358265
2765859393536,40,2358203
2765859393592,48,2358140
2765859393656,24,2358078
2765859393696,632,2358015
2765859394344,40,2357953
2765859394400,48,2357890
2765859394464,40,2357828
2765859394520,48,2357765
2765859394584,40,2357719
2765859394640,48,2357640
2765859394704,40,2357578
2765859394760,48,2357531
2765859394824,24,2357453
2765859394864,632,2357390
2765859395512,40,2357344
2765859395568,48,2357265
2765859395632,40,2357203
2765859395688,48,2357140
2765859395752,40,2357078
2765859395808,48,2357015
2765859395872,40,2356953
2765859395928,48,2356890
2765859395992,24,2356828
2765859396032,632,2356765
2765859396680,40,2356719
2765859396736,48,2356640
2765859396800,40,2356594
2765859396856,48,2356515
2765859396920,40,2356453
2765859396976,48,2356390
2765859397040,40,2356328
2765859397096,48,2356265
2765859397160,24,2356219
2765859397200,632,2356140
2765859397848,40,2356078
2765859397904,48,2356015
2765859397968,40,2355953
2765859398024,48,2355890
2765859398088,40,2355828
2765859398144,48,2355781
2765859398208,40,2355719
2765859398264,48,2355640
2765859398328,24,2355594
2765859398368,632,2355515
2765859399016,40,2355453
2765859399072,48,2355390
2765859399136,40,2355344
2765859399192,48,2355281
2765859399256,40,2355203
2765859399312,48,2355140
2765859399376,40,2355078
2765859399432,48,2355015
2765859399496,272,2354953
2765859399784,72,2354890
2765859399872,40,2354844
2765859399928,48,2354781
2765859399992,272,2354719
2765859400280,72,2354640
2765859400368,56,2354594
2765859400440,56,2354515
2765859400512,72,2354469
2765859400600,48,2354390
2765859400664,632,2354328
2765859401312,40,2354281
2765859401368,48,2354203
2765859401432,632,2354140
2765859402080,632,2354094
2765859402728,80,2354031
2765859402824,272,2353969
2765859403112,632,2353890
2765859403760,40,2353844
2765859403816,80,2353781
2765859403912,432,2353719
2765859404360,40,2353640
2765859404416,48,2353578
2765859404480,80,2353531
2765859404576,48,2353469
2765859404640,112,2353390
2765859404768,200,2353344
2765859404984,200,2353281
2765859405200,80,2353203
2765859405296,112,2353140
2765859405424,200,2353078
2765859405640,104,2353015
2765859405760,24,2352969
2765859405800,632,2352890
2765859406448,40,2352844
2765859406504,48,2352781
2765859406568,40,2352719
2765859406624,48,2352656
2765859406688,40,2352594
2765859406744,48,2352531
2765859406808,40,2352469
2765859406864,48,2352406
2765859406928,24,2352344
2765859406968,632,2352281
2765859407616,40,2352219
2765859407672,48,2352140
2765859407736,40,2352094
2765859407792,48,2352031
2765859407856,40,2351953
2765859407912,48,2351890
2765859407976,40,2351844
2765859408032,48,2351781
2765859408096,24,2351719
2765859408136,632,2351640
2765859408784,40,2351594
2765859408840,48,2351531
2765859408904,40,2351469
2765859408960,48,2351390
2765859409024,40,2351344
2765859409080,48,2351281
2765859409144,40,2351219
2765859409200,48,2351156
2765859409264,24,2351094
2765859409304,632,2351031
2765859409952,40,2350969
2765859410008,48,2350906
2765859410072,40,2350844
2765859410128,48,2350781
2765859410192,40,2350719
2765859410248,48,2350656
2765859410312,40,2350594
2765859410368,48,2350531
2765859410432,24,2350469
2765859410472,632,2350406
2765859411120,40,2350344
2765859411176,48,2350281
2765859411240,40,2350219
2765859411296,48,2350140
2765859411360,40,2350094
2765859411416,48,2350031
2765859411480,40,2349969
2765859411536,48,2349906
2765859411600,24,2349844
2765859411640,632,2349781
2765859412288,40,2349719
2765859412344,48,2349656
2765859412408,40,2349594
2765859412464,48,2349531
2765859412528,40,2349469
2765859412584,48,2349406
2765859412648,40,2349344
2765859412704,48,2349281
2765859412768,24,2349219
2765859412808,632,2349156
2765859413456,40,2349094
2765859413512,48,2349031
2765859413576,40,2348969
2765859413632,48,2348906
2765859413696,40,2348844
2765859413752,48,2348781
2765859413816,40,2348734
2765859413872,48,2348656
2765859413936,24,2348609
2765859413976,632,2348547
2765859414624,40,2348484
2765859414680,48,2348406
2765859414744,40,2348359
2765859414800,48,2348297
2765859414864,40,2348219
2765859414920,48,2348156
2765859414984,40,2348109
2765859415040,48,2348031
2765859415104,272,2347984
2765859415392,72,2347906
2765859415480,40,2347859
2765859415536,48,2347797
2765859415600,272,2347734
2765859415888,72,2347656
2765859415976,48,2347609
2765859416040,80,2347547
2765859416136,144,2347484
2765859416296,144,2347406
2765859416456,80,2347344
2765859416552,80,2347281
2765859416648,80,2347219
2765859416744,80,2347156
2765859416840,144,2347094
2765859417000,80,2347031
2765859417096,80,2346984
2765859417192,48,2346906
2765859417256,48,2346844
2765859417320,80,2346797
2765859417416,80,2346719
2765859417512,48,2346656
2765859417576,272,2346609
2765859417864,56,2346531
2765859417936,472,2346469
2765859418424,272,2346406
2765859418712,272,2346344
2765859419000,272,2346281
2765859419288,272,2346219
2765859419576,80,2346156
2765859419672,24,2346094
2765859419712,24,2346031
2765859419752,80,2345984
2765859419848,272,2345906
3057605462736,80,2345844
3057605462832,24,2345797
3057605464032,272,2345734
3057605464320,272,2345656
3057605464608,480,2345609
3057605465104,936,2345531
3057605462872,24,2345484
3057605462912,24,2345406
3057605466056,272,2345344
3057605462952,24,2345281
3057605462992,24,2345219
3057605466344,272,2345156
3057605466632,48,2345031
3057605466800,80,2344844
3057605466696,80,2344656
3057605463032,48,2344609
3057605466896,80,2344406
3057605467360,144,2344344
3057605467520,272,2344281
3057605467808,144,2344219
3057605467968,144,2344156
3057605468128,144,2344109
2765859420136,472,2343969
2765859420624,272,2343906
2765859420912,272,2343844
2765859421200,24,2343781
2765859421240,272,2343734
2765859421528,56,2343656
2765859421600,56,2343609
2765859421672,72,2343531
2765859421760,48,2343469
2765859421824,632,2343406
2765859422472,40,2343359
2765859422528,48,2343297
2765859422592,632,2343234
2765859423240,80,2343156
2765859423336,272,2343109
2765859423624,632,2343047
2765859424272,40,2342984
2765859424328,80,2342906
2765859424424,432,2342859
2765859424872,40,2342781
2765859424928,48,2342719
2765859424992,80,2342656
2765859425088,48,2342609
2765859425152,112,2342547
2765859425280,200,2342469
2765859425496,200,2342422
2765859425712,80,2342359
2765859425808,112,2342297
2765859425936,200,2342234
2765859426152,104,2342172
2765859426272,24,2342109
2765859426312,632,2342047
2765859426960,40,2341984
2765859427016,48,2341937
2765859427080,40,2341859
2765859427136,48,2341797
2765859427200,40,2341734
2765859427256,48,2341687
2765859427320,40,2341609
2765859427376,48,2341547
2765859427440,24,2341484
2765859427480,632,2341437
2765859428128,40,2341375
2765859428184,48,2341312
2765859428248,40,2341265
2765859428304,48,2341203
2765859428368,40,2341125
2765859428424,48,2341062
2765859428488,40,2341000
2765859428544,48,2340937
2765859428608,24,2340875
2765859428648,632,2340812
2765859429296,40,2340750
2765859429352,48,2340703
2765859429416,40,2340625
2765859429472,48,2340562
2765859429536,40,2340500
2765859429592,48,2340437
2765859429656,40,2340359
2765859429712,48,2340312
2765859429776,24,2340250
2765859429816,632,2340203
2765859430464,40,2340125
2765859430520,48,2340062
2765859430584,40,2340000
2765859430640,48,2339937
2765859430704,40,2339875
2765859430760,48,2339828
2765859430824,40,2339765
2765859430880,48,2339703
2765859430944,24,2339625
2765859430984,632,2339578
2765859431632,40,2339515
2765859431688,48,2339453
2765859431752,40,2339375
2765859431808,48,2339328
2765859431872,40,2339265
2765859431928,48,2339203
2765859431992,40,2339140
2765859432048,48,2339078
2765859432112,24,2339015
2765859432152,632,2338953
2765859432800,40,2338890
2765859432856,48,2338828
2765859432920,40,2338765
2765859432976,48,2338703
2765859433040,40,2338640
2765859433096,48,2338578
2765859433160,40,2338515
2765859433216,48,2338453
2765859433280,24,2338390
2765859433320,632,2338328
2765859433968,40,2338265
2765859434024,48,2338203
2765859434088,40,2338140
2765859434144,48,2338078
2765859434208,40,2338015
2765859434264,48,2337953
2765859434328,40,2337890
2765859434384,48,2337828
2765859434448,24,2337781
2765859434488,632,2337719
2765859435136,40,2337640
2765859435192,48,2337578
2765859435256,40,2337515
2765859435312,48,2337453
2765859435376,40,2337406
2765859435432,48,2337344
2765859435496,40,2337297
2765859435552,48,2337219
2765859435616,272,2337156
2765859435904,72,2337094
2765859435992,40,2337031
2765859436048,48,2336969
2765859436112,272,2336906
2765859436400,72,2336844
2765859436488,56,2336781
2765859436560,56,2336719
2765859436632,72,2336656
2765859436720,48,2336594
2765859436784,632,2336531
2765859437432,40,2336469
2765859437488,48,2336406
2765859437552,632,2336344
2765859438200,80,2336281
2765859438296,272,2336203
2765859438584,632,2336156
2765859439232,40,2336078
2765859439288,80,2336031
2765859439384,432,2335953
2765859439832,40,2335906
2765859439888,48,2335844
2765859439952,80,2335781
2765859440048,48,2335703
2765859440112,112,2335640
2765859440240,200,2335594
2765859440456,200,2335531
2765859440672,80,2335453
2765859440768,112,2335390
2765859440896,200,2335344
2765859441112,104,2335265
2765859441232,24,2335219
2765859441272,632,2335140
2765859441920,40,2335078
2765859441976,48,2335015
2765859442040,40,2334969
2765859442096,48,2334890
2765859442160,40,2334828
2765859442216,48,2334781
2765859442280,40,2334703
2765859442336,48,2334640
2765859442400,24,2334594
2765859442440,632,2334531
2765859443088,40,2334453
2765859443144,48,2334390
2765859443208,40,2334344
2765859443264,48,2334281
2765859443328,40,2334203
2765859443384,48,2334140
2765859443448,40,2334094
2765859443504,48,2334031
2765859443568,24,2333969
2765859443608,632,2333890
2765859444256,40,2333844
2765859444312,48,2333765
2765859444376,40,2333719
2765859444432,48,2333640
2765859444496,40,2333578
2765859444552,48,2333531
2765859444616,40,2333469
2765859444672,48,2333390
2765859444736,24,2333344
2765859444776,632,2333281
2765859445424,40,2333219
2765859445480,48,2333156
2765859445544,40,2333094
2765859445600,48,2333031
2765859445664,40,2332969
2765859445720,48,2332890
2765859445784,40,2332844
2765859445840,48,2332781
2765859445904,24,2332734
2765859445944,632,2332656
2765859446592,40,2332594
2765859446648,48,2332531
2765859446712,40,2332469
2765859446768,48,2332406
2765859446832,40,2332344
2765859446888,48,2332281
2765859446952,40,2332219
2765859447008,48,2332156
2765859447072,24,2332094
2765859447112,632,2332031
2765859447760,40,2331969
2765859447816,48,2331890
2765859447880,40,2331844
2765859447936,48,2331781
2765859448000,40,2331719
2765859448056,48,2331656
2765859448120,40,2331578
2765859448176,48,2331531
2765859448240,24,2331453
2765859448280,632,2331406
2765859448928,40,2331344
2765859448984,48,2331281
2765859449048,40,2331219
2765859449104,48,2331156
2765859449168,40,2331094
2765859449224,48,2331031
2765859449288,40,2330969
2765859449344,48,2330906
2765859449408,24,2330844
2765859449448,632,2330781
2765859450096,40,2330719
2765859450152,48,2330656
2765859450216,40,2330594
2765859450272,48,2330531
2765859450336,40,2330469
2765859450392,48,2330390
2765859450456,40,2330344
2765859450512,48,2330281
2765859450576,272,2330219
2765859450864,72,2330156
2765859450952,40,2330094
2765859451008,48,2330031
2765859451072,272,2329969
2765859451360,72,2329906
2765859451448,48,2329844
2765859451512,80,2329781
2765859451608,144,2329719
2765859451768,144,2329656
2765859451928,80,2329594
2765859452024,80,2329531
2765859452120,80,2329469
2765859452216,80,2329406
2765859452312,144,2329359
2765859452472,80,2329297
2765859452568,80,2329219
2765859452664,48,2329156
2765859452728,48,2329094
2765859452792,80,2329031
2765859452888,80,2328969
2765859452984,48,2328906
2765859453048,272,2328844
2765859453336,56,2328781
2765859453408,56,2328719
2765859453480,72,2328656
2765859453568,48,2328594
2756226888920,80,2328531
2756226885968,24,2328469
2756226889016,272,2328406
2756226889304,272,2328344
2756226889592,480,2328297
2756226890088,936,2328219
2756226886736,24,2328156
2756226891040,24,2328094
2756226891080,272,2328031
2756226891368,24,2327969
2756226891408,24,2327890
2756226891448,272,2327844
2756226891784,48,2327719
2756226891952,80,2327531
2756226891848,80,2327344
2756226892216,48,2327297
2756226892048,80,2327078
2756226892576,144,2327031
2756226892736,272,2326969
2756226893024,144,2326906
2756226893184,144,2326844
2756226893344,144,2326781
2756226892144,48,2326656
2756226892280,48,2326594
2756226892344,144,2326531
2756226893504,72,2326469
2756226893592,144,2326406
2756226893752,472,2326344
2756226894240,144,2326281
2756226894400,80,2326219
2756226894496,80,2326156
2756226894592,80,2326094
2765859453632,632,2326031
2765859454280,40,2325969
2765859454336,48,2325890
2765859454400,632,2325844
2765859455048,632,2325781
2765859455696,80,2325719
2765859455792,272,2325656
2765859456080,632,2325594
2765859456728,40,2325531
2765859456784,80,2325469
2765859456880,432,2325390
2765859457328,40,2325344
